CONCEPT				POLARITY		INTENSITY
kuih_cubit			positive		0.548
kuih_dadar			positive		0.499
kuih_dodol			positive		0.591
kuih_ee				positive		0.634
kuih_gandos			positive		0.601
kuih_jagung			positive		0.499
kuih_jongkong			positive		0.638
kuih_kamir			positive		0.581
kuih_kapit			positive		0.626
kuih_kasturi			positive		0.582
kuih_kaswi			positive		0.573
kuih_kaya			positive		0.582
kuih_kelupis			positive		0.574
kuih_koci			positive		0.607
kuih_kodok			positive		0.57
kuih_kosui			positive		0.623
kuih_koya			positive		0.493
kuih_laba			positive		0.554
kuih_laba_laba			positive		0.528
kuih_lapis			positive		0.586
kuih_lapis_sarawak		positive		0.59
kuih_legit			positive		0.508
kuih_lompang			positive		0.532
kuih_lopis			positive		0.581
kuih_makmur			positive		0.57
kuih_manja			positive		0.619
kuih_marmer			positive		0.654
kuih_momo			positive		0.528
kuih_neng_ko			positive		0.49
kuih_neng_kor			positive		0.521
kuih_pancong			positive		0.558
kuih_pie_tee			positive		0.541
kuih_pulut			positive		0.612
kuih_rangin			positive		0.614
kuih_rengas			positive		0.591
kuih_sago			positive		0.538
kuih_salat			positive		0.559
kuih_semperit			positive		0.57
kuih_semprong			positive		0.559
kuih_seri_muka			positive		0.534
kuih_siput			positive		0.543
kuih_tako			positive		0.498
kuih_talam			positive		0.582
kuih_tayap			positive		0.571
kuih_tunjuk_tunjuk		positive		0.526
kuih_tutu			positive		0.525
kuih_wajik			positive		0.564
kuku				negative		-0.565
kuku_bird			negative		-0.615
kuku_head			negative		-0.585
kuku_jiao			negative		-0.622
kum_cheng			positive		0.628
kum_cheng_trap			negative		-0.578
kum_gong			negative		-0.577
kum_gong_kia			negative		-0.549
kum_lan				negative		-0.638
kum_lan_kia			negative		-0.541
kum_pooi			negative		-0.609
kundi				negative		-0.55
kunji				positive		0.558
kup_poh				positive		0.535
kupon				negative		-0.498
kurang_ajar			negative		-0.599
kurus_kedenking			negative		-0.577
kusut				negative		-0.606
kusut_masai			negative		-0.592
kuti				positive		0.547
kuti_kuti			positive		0.559
kutti				positive		0.56
kutuk				negative		-0.56
kwa_hee				positive		0.572
kway				negative		-0.565
kway_chap			positive		0.549
kway_teow			positive		0.506
kway_teow_goreng		positive		0.551
kwiyowo				positive		0.534
l-cube_l-square			negative		-0.553
la_jiao_pang_xie		positive		0.537
la_mian				positive		0.561
la_piah				positive		0.634
la_sai				negative		-0.556
laba_laba			positive		0.525
labor				negative		-0.539
laborer				positive		0.501
lack_ability			negative		-0.598
lack_common_sense		negative		-0.574
lack_concentration		negative		-0.23
lack_customer			negative		-0.578
lack_desire			negative		-0.598
lack_evidence			negative		-0.485
lack_idea			negative		-0.583
lack_initiative			negative		-0.577
lack_integrity			negative		-0.561
lack_knowledge			negative		-0.522
lack_money			negative		-0.641
lack_option			negative		-0.215
lack_perception			negative		-0.505
lack_proof			negative		-0.554
lack_reason			negative		-0.531
lack_skill			negative		-0.576
lack_social_life		negative		-0.556
lack_social_skill		negative		-0.61
lack_training			negative		-0.563
lady				positive		0.565
lady_boss			positive		0.541
lag				negative		-0.523
lager				positive		0.582
lai_kor				positive		0.565
laid_back			positive		0.575
lak_seh				negative		-0.517
laksa				positive		0.63
laksa_banjar			positive		0.536
laksa_betawi			positive		0.569
laksa_bogor			positive		0.614
laksa_cibinong			positive		0.578
laksa_ipoh			positive		0.577
laksa_johor			positive		0.561
laksa_kari			positive		0.578
laksa_katong			positive		0.54
laksa_kedah			positive		0.623
laksa_kelantan			positive		0.557
laksa_leaf			positive		0.617
laksa_lemak			positive		0.624
laksa_medan			positive		0.538
laksa_nyonya			positive		0.595
laksa_perlis			positive		0.495
laksa_pulau_pinang		positive		0.596
laksa_sarawak			positive		0.651
laksa_tambelan			positive		0.608
laksa_tangerang			positive		0.564
laksa_terengganu		positive		0.565
laksam				positive		0.558
laksan_palembang		positive		0.489
lakso_palembang			positive		0.66
laling				positive		0.539
lam_nua				positive		0.592
lambat				negative		-0.641
lambong				negative		-0.22
lame				negative		-0.65
lame_answer			negative		-0.575
lame_joke			negative		-0.529
lamp_post			negative		-0.628
lan				negative		-0.573
lan_game			positive		0.566
lan_jiao			negative		-0.227
lan_jiao_bin			negative		-0.514
lan_jiao_face			negative		-0.54
lan_jiao_lang			negative		-0.542
lan_jiao_wei			negative		-0.481
lan_lan				negative		-0.613
lan_lan_suck_thumb		negative		-0.636
lan_sai_bin			negative		-0.604
lan_sai_lang			negative		-0.551
lan_sai_wei			negative		-0.568
lan_si				negative		-0.658
lan_si_lan_yong			negative		-0.548
lan_tiu				negative		-0.561
lan_tui				negative		-0.565
lan_yong			negative		-0.577
lancing				positive		0.573
langgar				negative		-0.571
langsat				positive		0.542
lanjiao_wei			negative		-0.589
lantak				negative		-0.566
lantak_bapak_kau		negative		-0.575
lantak_kau			negative		-0.571
lantak_lah			negative		-0.531
lantak_mak_kau			negative		-0.6
lantern				positive		0.546
lantern_festival		positive		0.546
lanyak				negative		-0.512
lanzone				positive		0.564
lao				positive		0.582
lao_ban				positive		0.618
lao_ban_niang			positive		0.541
lao_bu				positive		0.609
lao_char_bor			negative		-0.584
lao_chio			positive		0.58
lao_da				positive		0.545
lao_gong			positive		0.536
lao_hiao			negative		-0.519
lao_hor				positive		0.556
lao_jiao			positive		0.537
lao_kok_kok			negative		-0.582
lao_kwee			negative		-0.611
lao_peh				positive		0.568
lao_peng			positive		0.536
lao_po				positive		0.573
lao_pok				negative		-0.586
lao_shuai			positive		0.522
lao_tar_por			negative		-0.558
lao_ter_khor			negative		-0.571
lao_yah				negative		-0.607
lao_yah_pok			negative		-0.522
lao_yandao			positive		0.52
lapar				negative		-0.54
lard				positive		0.572
large_breast			positive		0.604
lasak				positive		0.623
laser				negative		-0.52
laser_mouth			negative		-0.608
lassi				positive		0.515
last_chance			negative		-0.489
last_choice			negative		-0.576
last_warning			negative		-0.489
late				negative		-0.641
latest_edition			positive		0.549
lau_jiao			positive		0.501
lau_kau				negative		-0.497
lau_kwee			negative		-0.563
lau_lan				negative		-0.629
lau_pee_hui			positive		0.567
lau_pei_huet			positive		0.588
lau_sai				negative		-0.534
lau_yah				negative		-0.571
laugh				positive		0.614
laugh_die_me			positive		0.597
laughable			positive		0.532
lavish				positive		0.572
law				negative		-0.531
law_and_order			negative		-0.509
law_by_law			negative		-0.616
lawa				positive		0.604
lawsuit				negative		-0.528
laze				positive		0.592
lazy				negative		-0.513
lazy_bum			negative		-0.603
lazy_to_explain			negative		-0.621
leaf-shaped			positive		0.57
lean_body			positive		0.614
learn				positive		0.56
leave				negative		-0.496
leave_formation			negative		-0.582
leavened_dough			positive		0.548
leceh				negative		-0.549
lecherous			negative		-0.579
lee_hsien_loong			negative		-0.609
leek				positive		0.583
left_behind			negative		-0.556
left_out			negative		-0.534
legalized			positive		0.645
legong				negative		-0.557
lei_cha_fan			positive		0.566
leisure				positive		0.597
leisure_walk			positive		0.509
leisurely			positive		0.519
lelong				positive		0.5
lemak_fnb			positive		0.497
lemak_siput			positive		0.587
lemang				positive		0.594
lemau				negative		-0.544
lembab				negative		-0.607
lembik				negative		-0.633
lembut_hati			positive		0.582
lemon_tea			positive		0.612
lempang				negative		-0.596
leng_lui			positive		0.622
leng_yong_pau			positive		0.486
leng_zai			positive		0.534
lengkuas			positive		0.566
lengthy_speech			negative		-0.524
lenient				positive		0.632
leopard_preen			negative		-0.594
lepak				positive		0.503
lepak_one_corner		positive		0.575
lepak_satu_corner		positive		0.577
lepat_pisang			positive		0.584
lerf				positive		0.581
lesbi				negative		-0.592
lesbian				negative		-0.592
lesbo				negative		-0.557
less_condensed_milk		positive		0.587
less_pungent			positive		0.646
lesser_alternative		negative		-0.582
let_go				positive		0.635
lethargic			negative		-0.606
lethargy			negative		-0.621
lettuce				positive		0.56
level				positive		0.574
level_playing_field		positive		0.574
li_hai				positive		0.638
li_ho				positive		0.556
li_na_beh			negative		-0.623
li_na_bu			negative		-0.544
li_nao_hiah			negative		-0.57
liak_bo_kiu			negative		-0.575
liam_keng			negative		-0.474
lian				negative		-0.564
lian_hei_hei			negative		-0.503
lianglish			negative		-0.558
lianified			negative		-0.528
liberty				positive		0.53
liddat_how			negative		-0.21
lie				negative		-0.538
lie_low				negative		-0.565
lied_to				negative		-0.557
lifeless			negative		-0.234
light_brown_color		positive		0.564
light_flavor			positive		0.56
light_flavour			positive		0.49
light_gravy			positive		0.542
light_meal			positive		0.545
lightbulb			negative		-0.632
lighted_lamp			positive		0.546
ligo_raisin			positive		0.61
like				positive		0.568
like_ah_pek			negative		-0.541
like_ah_soh			negative		-0.563
like_airport_runway		negative		-0.478
like_attention			positive		0.601
like_auntie			negative		-0.58
like_grocery_shopping		negative		-0.586
like_lamp_post			negative		-0.611
like_makcik			negative		-0.628
like_market			negative		-0.526
like_pakcik			negative		-0.629
like_praise			positive		0.503
like_real			negative		-0.537
like_runway			negative		-0.554
like_that			negative		-0.621
like_that_how			negative		-0.199
like_tiang_lampu		negative		-0.58
like_uncle			negative		-0.627
like_understand_only		negative		-0.574
like_unker			negative		-0.567
lim_coffee			positive		0.556
lim_kopi			positive		0.537
lim_peh_ka_li_kong		negative		-0.555
lim_teh				positive		0.584
lime				positive		0.495
limit				negative		-0.55
limited_english			negative		-0.592
lin_yoong			positive		0.486
lingua_franca			positive		0.512
lintah_darat			negative		-0.541
lion_dance			positive		0.54
lip_lai				positive		0.5
literature			positive		0.495
litter_bug			negative		-0.565
litter_from_tall_building	negative		-0.482
little				positive		0.56
little_boy			positive		0.51
little_red_dot			positive		0.587
little_strength			negative		-0.616
live				positive		0.574
live_firing			positive		0.546
livelihood			positive		0.567
lively				positive		0.566
lo_hei				positive		0.596
lo_shee_fun			positive		0.55
loan				negative		-0.626
loan_shark			negative		-0.211
loanshark			negative		-0.541
lobang				positive		0.516
lobo				negative		-0.591
local_bakery			positive		0.56
local_beverage			positive		0.556
local_cuisine			positive		0.605
local_delicacy			positive		0.6
local_food			positive		0.501
loh_kai_yik			positive		0.559
loh_soh				negative		-0.524
lok_lok				positive		0.514
lolex				negative		-0.578
lollipop			positive		0.558
lomance				positive		0.624
lomantic			positive		0.582
lonely				negative		-0.55
long_bean			positive		0.622
long_chiam_pas			positive		0.62
long_life			positive		0.568
long_long_no_see		positive		0.618
long_tio_wu_siah		positive		0.538
longan				positive		0.547
longing				negative		-0.596
longkang			negative		-0.598
longkau_chui			negative		-0.483
longwinded			negative		-0.524
lontong				positive		0.557
lood				negative		-0.608
look_after			positive		0.544
look_down			negative		-0.562
look_forward			positive		0.617
look_presentable		positive		0.545
look_unrefined			negative		-0.55
looks_qualified			positive		0.574
loose_change			positive		0.503
loosu				negative		-0.549
lor_ark				positive		0.558
lor_mai_gai			positive		0.572
lor_mee				positive		0.501
lor_soh				negative		-0.474
lose				negative		-0.568
lose_appetite			negative		-0.569
lose_culture			negative		-0.567
lose_equipment			negative		-0.639
lose_face			negative		-0.547
lose_focus			negative		-0.569
lose_game			negative		-0.573
lose_hope			negative		-0.234
lose_money			negative		-0.623
lose_out			negative		-0.558
lose_own_culture		negative		-0.543
lose_patience			negative		-0.599
loser				negative		-0.65
loss_of_face			negative		-0.622
lost				negative		-0.595
lost_cause			negative		-0.63
lost_direction			negative		-0.55
lost_form			negative		-0.598
lost_in_thought			negative		-0.496
lost_way			negative		-0.55
lothario			negative		-0.519
lottery				positive		0.619
lotus				positive		0.601
lotus_leaf			positive		0.519
lotus_root			positive		0.601
lotus_seed			positive		0.611
loud				positive		0.576
loud_noise			negative		-0.579
loud_voice			negative		-0.566
loudspeaker			negative		-0.566
lousy				negative		-0.527
lovable				positive		0.576
love				positive		0.581
love_letter			positive		0.572
loveable			positive		0.558
loved_ones			positive		0.571
lover				positive		0.556
lovesick			negative		-0.569
loving				positive		0.551
loving_lion			positive		0.565
low_alcohol_tolerance		negative		-0.59
low_class			negative		-0.61
low_morale			negative		-0.234
low_profile			negative		-0.584
low_quality			negative		-0.543
low_rank			negative		-0.582
low_score			negative		-0.573
low_tolerance			negative		-0.575
low_viewership			negative		-0.536
lower_expectation		negative		-0.49
lowest_caste			negative		-0.543
lowly				negative		-0.573
lowly_educated			negative		-0.526
loyal_friend			positive		0.545
loyalty				positive		0.524
lu_lai_lu_lau_lan		negative		-0.523
luan_luan			negative		-0.527
luan_luan_lai			negative		-0.565
luan_luan_zuo			negative		-0.568
luck				positive		0.616
luck_dependent			negative		-0.496
lucky				positive		0.514
lucky_draw			positive		0.53
lugi				negative		-0.558
lui				positive		0.559
lui_bin				negative		-0.572
lukewarm			positive		0.55
lum_pa				negative		-0.541
lum_pa_bin			negative		-0.484
lum_pa_ji			negative		-0.545
lum_pa_pa_lan			negative		-0.547
lumpang				positive		0.588
lunar_calendar			positive		0.544
lunatic				negative		-0.587
lunconscious			negative		-0.523
lup_sup				negative		-0.623
lup_sup_bar			negative		-0.648
lupcheong			positive		0.551
lupsup				negative		-0.648
lurus_bendul			negative		-0.59
luxurious_life			negative		-0.546
luxury				positive		0.589
lychee				positive		0.536
ma_chor_poh			positive		0.572
ma_huan				negative		-0.598
ma_lai_gao			positive		0.595
ma_lai_go			positive		0.533
ma_lai_kou			positive		0.571
ma_si_sa_ko			negative		-0.512
maangaa				negative		-0.603
maapillai			positive		0.64
maaplai				positive		0.522
mabok				negative		-0.559
macam_betul			negative		-0.496
macam_biskut			negative		-0.608
macam_faham			negative		-0.607
macam_lamp_post			negative		-0.593
macam_macam_ah			negative		-0.587
macam_macam_sia			negative		-0.544
macam_macam_siak		negative		-0.595
macam_macam_sial		negative		-0.604
macam_macam_siol		negative		-0.565
macam_macam_siot		negative		-0.603
macam_paham			negative		-0.613
macam_real			negative		-0.529
macam_tak_cukup_makan		negative		-0.619
macam_tiang_lampu		negative		-0.525
macha				positive		0.509
machan				positive		0.632
machi				positive		0.601
mackerel			positive		0.599
mad				negative		-0.587
madrasah			positive		0.493
mafia				negative		-0.52
magic_spell			negative		-0.572
mah_fan				negative		-0.583
mah_jie				positive		0.56
mah_mee				positive		0.587
mai				negative		-0.554
mai_beo				negative		-0.563
mai_gay				negative		-0.58
mai_gay_lah			negative		-0.569
mai_hiam_buay_pai		negative		-0.49
mai_hiam_buay_pai_ai_hiam_kena_sai	negative		-0.605
mai_ka_li_gong_hor_li_gian	positive		0.543
mai_la_mai_la_wa_mai		negative		-0.517
mai_lai				negative		-0.611
mai_siao_siao			negative		-0.623
mai_sng_sng			negative		-0.629
mai_tu_liao			negative		-0.576
maidservant			positive		0.56
main				positive		0.508
main_baju			negative		-0.607
main_bedal			negative		-0.507
main_control			positive		0.625
main_gila			negative		-0.635
main_hentam			negative		-0.498
main_jubo			positive		0.518
main_kasar			negative		-0.495
main_kutuk			negative		-0.587
main_main			negative		-0.55
main_pantat			positive		0.567
main_rembat			negative		-0.549
main_sondol			negative		-0.531
main_tipu			negative		-0.582
main_tuduh			negative		-0.485
main_whack			negative		-0.568
maintain			negative		-0.551
maintain_balan			positive		0.592
maintain_balance		positive		0.526
majok				negative		-0.535
mak_bapak_tak_ajar		negative		-0.573
mak_kau				negative		-0.629
mak_nenek			negative		-0.539
makan				positive		0.581
makan_angin			positive		0.529
makan_hati			negative		-0.578
makan_session			positive		0.525
makan_shit			negative		-0.514
makan_snake			negative		-0.543
makan_suap			negative		-0.613
makan_taik			negative		-0.548
makcik				negative		-0.562
makcik_add			positive		0.504
makcikfied			negative		-0.586
make_a_fuss			negative		-0.634
make_love			positive		0.647
make_money			positive		0.611
make_noise			negative		-0.597
make_prata			positive		0.608
make_way			negative		-0.602
making				positive		0.575
making_money			positive		0.575
maknyah				negative		-0.559
maksiat				negative		-0.494
makwa				positive		0.591
malas				negative		-0.628
malas_nak_layan			negative		-0.56
malay				positive		0.513
malay-owned			positive		0.611
malay_costume			positive		0.548
malay_cuisine			positive		0.58
malay_descent			positive		0.509
malay_female			negative		-0.562
malay_festival			positive		0.525
malay_kuih			positive		0.625
malay_male			negative		-0.597
malay_rojak			positive		0.543
malay_shaman			negative		-0.609
malay_traditional_costume	positive		0.576
malay_wedding			positive		0.584
malaysia			negative		-0.626
malaysia_asal_boleh		negative		-0.518
male				negative		-0.54
male_flirt			negative		-0.625
male_genital			negative		-0.556
male_prostitution		negative		-0.58
male_sibling			positive		0.524
male_warrant_officer		positive		0.587
malevolent			negative		-0.564
malicious			negative		-0.56
maling_shit			negative		-0.544
malinger			negative		-0.562
malingerer			negative		-0.495
malingsia			negative		-0.626
malnourished			negative		-0.577
malnutrition			negative		-0.598
malted_drink			positive		0.645
malty_flavor			positive		0.581
malu				negative		-0.599
maluated			negative		-0.508
maluating			negative		-0.572
maluation			negative		-0.584
mamak				negative		-0.517
mamak_rojak			positive		0.58
mamak_shop			positive		0.57
mamak_stall			positive		0.601
mamat				positive		0.513
mambo				positive		0.582
mamee				positive		0.611
mamee_monster			positive		0.528
mami_jarum			negative		-0.552
mampat				positive		0.638
mampoi				negative		-0.577
mampus				negative		-0.56
man				positive		0.568
mana_ada_masa			negative		-0.635
mana_ada_time			negative		-0.629
mana_eh_sai			negative		-0.209
mana_got_masa			negative		-0.598
mana_got_time			negative		-0.618
mana_nak_ajak			negative		-0.632
mana_ooh_eng			negative		-0.597
manage_prostitute		negative		-0.569
mandai				negative		-0.258
mandaikku_yethuraan		negative		-0.614
mandi_cowboy			negative		-0.554
mandi_koboi			negative		-0.551
mangali				negative		-0.629
mangali_toncet			negative		-0.588
mangkuk				negative		-0.542
mango				positive		0.561
mango_lassi			positive		0.561
mangosteen			positive		0.545
manipulate			negative		-0.541
manipulate_feeling		negative		-0.578
manipulate_opinion		negative		-0.6
manipulate_sports_result	negative		-0.572
manipulation			negative		-0.553
manipulative			negative		-0.586
manja				positive		0.546
mannangkatti			negative		-0.616
mannerless			negative		-0.616
mantao				positive		0.513
mantat				positive		0.564
mantou				positive		0.519
map_drawing			positive		0.577
marah				negative		-0.495
marathon			positive		0.605
marble				positive		0.511
marble_cake			positive		0.654
marbles				positive		0.505
marching			negative		-0.555
margarine			positive		0.541
margerine			positive		0.529
marijuana			negative		-0.546
marinade			positive		0.621
marinade_in_spice		positive		0.51
marinade_with_alcohol		positive		0.562
marinated_meat			positive		0.511
mark_attendance			negative		-0.264
martial_arts			positive		0.573
mary				negative		-0.521
masai				negative		-0.607
masak_masak			positive		0.586
masala_chai			positive		0.628
masala_chai_tea			positive		0.515
masala_tea			positive		0.628
masam_manis			positive		0.584
mascot				negative		-0.58
mashallah			positive		0.558
mashed_potato			positive		0.565
mass_order			positive		0.568
master				positive		0.564
masturbate			positive		0.579
masturbation			positive		0.541
masuk_baris			negative		-0.592
mat				negative		-0.55
mat_bunga			negative		-0.575
mat_bunga_bunga			negative		-0.573
mat_emo				negative		-0.597
mat_jiwa			negative		-0.568
mat_jiwa_jiwa			negative		-0.568
mat_jiwang			negative		-0.579
mat_jiwang_jiwang		negative		-0.564
mat_kahwin_kahwin		negative		-0.569
mat_kental			negative		-0.588
mat_motor			negative		-0.514
mat_rempit			negative		-0.507
mat_rep				negative		-0.513
mat_rock			negative		-0.597
mat_rocker			negative		-0.557
mat_rocker_rocker		negative		-0.517
mat_salleh			negative		-0.643
mat_smart			positive		0.528
mat_taper			negative		-0.601
mat_tapered			negative		-0.655
mata				negative		-0.218
mata_duitan			negative		-0.592
mata_keroh			negative		-0.511
mata_kuching			positive		0.564
mata_lembu			positive		0.562
mata_mata			negative		-0.238
mata_potek			negative		-0.579
mata_rabun			negative		-0.585
match_fixing			negative		-0.561
matcha				positive		0.509
mate				positive		0.64
material_wealth			positive		0.537
materialistic			negative		-0.536
maternal_uncle			positive		0.551
mati				negative		-0.217
matter				negative		-0.544
mature_man			positive		0.522
mature_woman			positive		0.58
maximum_power			positive		0.645
may_god_reward_you		positive		0.531
mayonnaise			positive		0.534
mc				positive		0.535
mc_king				negative		-0.495
mc_queen			negative		-0.546
mcdonalds			positive		0.532
mcjiji				negative		-0.556
mcjiji_food			positive		0.532
mckkj				negative		-0.501
meal				positive		0.564
meal_time			negative		-0.54
mean				negative		-0.55
mean_remarks			negative		-0.587
meanie				negative		-0.529
meaningless			negative		-0.61
meat				positive		0.58
meat_dumpling			positive		0.617
meat_filling			positive		0.5
meatball			positive		0.514
medan_laksa			positive		0.599
meddlesome			negative		-0.528
mediacorp			negative		-0.566
mediacorpse			negative		-0.536
medical_certificate		positive		0.535
medicinal_property		positive		0.582
medicinal_value			positive		0.578
medium-sized			positive		0.586
mee				positive		0.586
mee_bakso			positive		0.514
mee_goreng			positive		0.596
mee_hailam			positive		0.604
mee_hoon			positive		0.588
mee_hoon_kueh			positive		0.541
mee_hoon_pattaya		positive		0.567
mee_kari			positive		0.585
mee_kia				positive		0.567
mee_pok				positive		0.566
mee_pok_tah			positive		0.63
mee_rebus			positive		0.505
mee_siam			positive		0.542
mee_soto			positive		0.556
mee_soup			positive		0.541
mee_sua				positive		0.611
mee_tai_bak			positive		0.586
mee_tai_mak			positive		0.545
meeting_place			positive		0.512
megalomaniac			negative		-0.504
mei_ban_fa			negative		-0.499
mei_cai				positive		0.56
mei_cai_kou_rou			positive		0.562
mei_jia_jiao			negative		-0.616
mei_liang_xin			negative		-0.561
mei_mei				positive		0.576
mei_nu				positive		0.551
mei_you_yong			negative		-0.621
meigan_cai			positive		0.537
melampau			negative		-0.64
melebih				negative		-0.557
melebih_lebih			negative		-0.494
melemang			positive		0.593
melepas				negative		-0.562
melodious			positive		0.596
melodramatic			negative		-0.536
melon_seed			positive		0.634
melt				positive		0.572
meluat				negative		-0.56
membabi_buta			negative		-0.575
member				positive		0.553
membuta				negative		-0.525
memekak				negative		-0.579
memories			positive		0.571
memorize			positive		0.56
memorize_blindly		negative		-0.566
mempersiasuikan			negative		-0.568
men_in_white			negative		-0.567
mendak				negative		-0.215
meng_kia_long_tio_wu_siah	positive		0.62
mengada_ngada			negative		-0.552
mengarut			negative		-0.637
mengumpat			negative		-0.642
menial_job			negative		-0.605
menial_task			negative		-0.606
mental_hospital			negative		-0.605
mental_illness			negative		-0.523
mental_institution		negative		-0.523
mentally_challenged		negative		-0.568
mentally_ill			negative		-0.52
mentally_strong			positive		0.645
mentally_tough			positive		0.516
mentel				negative		-0.531
mentor				positive		0.564
menyampah			negative		-0.542
menyampuk			negative		-0.558
menyibuk			negative		-0.562
menyundal			negative		-0.608
menyusahkan_orang		negative		-0.624
mepek				negative		-0.544
merajok				negative		-0.571
merajuk				negative		-0.626
mercy				positive		0.558
merdeka_generation		positive		0.524
merengek			negative		-0.606
merengek_rengek			negative		-0.535
merepek				negative		-0.61
merepek_cam_kerepek		negative		-0.529
merepek_like_kerepek		negative		-0.651
merepek_macam_kerepek		negative		-0.599
meringue_icing			positive		0.544
merlion				negative		-0.58
merlion_ppl			negative		-0.59
mesmerized			positive		0.531
mess_up				negative		-0.6
messy				negative		-0.606
mexico_bun			positive		0.627
mi_mi				positive		0.587
mian_lui			positive		0.52
miang				negative		-0.576
mianhae				negative		-0.616
mianhaeyo			negative		-0.559
mianhamida			negative		-0.486
mianhamnida			negative		-0.577
michael_jackson			positive		0.588
mid-autumn_festival		positive		0.637
mid_autumn_festival		positive		0.603
middle_finger			negative		-0.581
midnight			positive		0.567
migraine			negative		-0.549
migrane				negative		-0.566
mild_expletive			negative		-0.638
mild_flavor			positive		0.55
mild_taste			positive		0.53
mildly_sweet			positive		0.583
military			negative		-0.539
military_command		negative		-0.555
military_design			positive		0.569
military_exercise		negative		-0.595
milk				positive		0.584
milk_corn_shake			positive		0.506
milk_powder			positive		0.645
milk_tea			positive		0.603
milky				positive		0.557
millenial			negative		-0.586
milo				positive		0.549
milo_cino			positive		0.521
milo_dinosaur			positive		0.593
milo_godzilla			positive		0.56
milo_halia			positive		0.646
milo_kah_koi_neng		positive		0.555
milo_peng			positive		0.565
milo_powder			positive		0.563
milo_sio			positive		0.649
milo_van_milo			positive		0.605
minah				negative		-0.515
minah_bunga			negative		-0.587
minah_bunga_bunga		negative		-0.629
minah_emo			negative		-0.539
minah_jiwa			negative		-0.604
minah_jiwa_jiwa			negative		-0.562
minah_jiwang			negative		-0.614
minah_jiwang_jiwang		negative		-0.606
minah_kahwin_kahwin		negative		-0.551
minah_kental			negative		-0.527
minah_motor			negative		-0.544
minah_rempit			negative		-0.621
minah_rep			negative		-0.599
minah_rock			negative		-0.596
minah_rocker			negative		-0.531
minah_rocker_rocker		negative		-0.606
minah_smart			positive		0.507
minah_taper			negative		-0.526
minah_tapered			negative		-0.575
minced_fish			positive		0.544
minced_fish_meat		positive		0.548
minced_meat			positive		0.528
minced_pork			positive		0.567
minced_pork_filling		positive		0.548
minced_pork_stuffing		positive		0.579
minced_prawn			positive		0.508
mind_your_own_business		negative		-0.59
mineral_water			positive		0.52
ming_jiang_kueh			positive		0.61
mingle				positive		0.544
mini-packet			positive		0.6
mini_packet			positive		0.602
miniature			positive		0.586
minion				negative		-0.499
minor_role			negative		-0.592
minority			negative		-0.609
mint				positive		0.566
minyak				negative		-0.637
mirror				positive		0.589
mischievious			negative		-0.634
mischievous			negative		-0.497
misconception			negative		-0.586
miser				negative		-0.51
miserable			negative		-0.56
miserly				negative		-0.557
misinformed			negative		-0.501
misinterpret			negative		-0.575
miskin				negative		-0.508
mislead				negative		-0.538
misled				negative		-0.535
mismatch			negative		-0.513
misopportunity			negative		-0.537
misplace			negative		-0.541
miss				positive		0.618
miss_shooting_target		negative		-0.573
miss_the_point			negative		-0.611
missed_chance			negative		-0.562
missed_opportunity		negative		-0.558
missed_timing			negative		-0.512
missing				negative		-0.541
missing_tooth			negative		-0.559
mistake				negative		-0.225
mistaken			negative		-0.501
mistress			negative		-0.49
misunderstand			negative		-0.575
misunderstanding		negative		-0.573
misuse				negative		-0.541
mix_and_match			positive		0.529
mixed_beverage			positive		0.566
mixed_blood			negative		-0.634
mixed_culture			negative		-0.529
mixed_drink			positive		0.582
mixed_heritage			negative		-0.609
mixed_vegetable			positive		0.531
mixed_vegetables		positive		0.51
mm_sam_mm_say			negative		-0.519
mm_tzai_si			negative		-0.552
mm_zai				negative		-0.522
mna				negative		-0.632
mobile_cart			positive		0.594
mock				negative		-0.563
mocked				negative		-0.517
mockery				negative		-0.514
moderator			negative		-0.65
modern				positive		0.484
modern_society			negative		-0.587
modest				positive		0.587
modest_behavior			positive		0.586
modesty				positive		0.548
modify				positive		0.509
moh_man_tai			positive		0.62
moh_tau_moh_mei			negative		-0.527
moh_tuck_keng			negative		-0.623
moh_tuck_teng			positive		0.489
moist				positive		0.575
mommom_eyeglass			positive		0.648
mommom_eyeglass_chocolate	positive		0.599
monetary_gift			positive		0.604
money				positive		0.503
money_crazy			negative		-0.575
money_eyed			negative		-0.536
money_face			negative		-0.572
money_minded			negative		-0.599
money_scam			negative		-0.6
mong_cha_cha			negative		-0.59
mongrel				negative		-0.584
monkey				negative		-0.497
monkey_see_monkey_do		negative		-0.559
monotonous			negative		-0.215
monster				negative		-0.637
monyet_see_monyet_do		negative		-0.617
mood				positive		0.524
moody				negative		-0.581
mooncake			positive		0.554
mooncake_festival		positive		0.529
moonjum_moraiyum		negative		-0.514
mootai				negative		-0.2
mor_peng			negative		-0.56
more_condensed_milk		positive		0.612
more_sugar			positive		0.526
more_work			negative		-0.598
moron				negative		-0.546
mosquitoes-infested		negative		-0.578
moss				positive		0.579
mother				negative		-0.614
motionless			negative		-0.572
motivate			positive		0.512
motivation			positive		0.547
moulded_cake			positive		0.612
mountain_tortoise		negative		-0.641
mounting_anger			negative		-0.599
mouth_got_gold			negative		-0.557
mouth_itchy			negative		-0.558
move_aside			negative		-0.599
moved				positive		0.54
mu_lao_hu			negative		-0.517
muah_chee			positive		0.627
mucus				negative		-0.488
muddle-headed			negative		-0.552
muffadet			negative		-0.573
mug				positive		0.56
